Area,Category,Domestic Production,Export Quantity,Import Quantity,Consumption,Emissions|CO2|Livestock|Domestic,Emissions|CH4|Livestock|Domestic,Emissions|N2O|Livestock|Domestic,Import Quantity Detailed,Emissions|CO2|Livestock|Import,Emissions|CH4|Livestock|Import,Emissions|N2O|Livestock|Import,Export Quantity Detailed,Emissions|CO2|Livestock|Export,Emissions|CH4|Livestock|Export,Emissions|N2O|Livestock|Export,Emissions|CO2|Livestock,Emissions|CH4|Livestock,Emissions|N2O|Livestock,Land Use|Consumption,Land Use|Domestic,Land Use|Import,Land Use|Export,Land Use,Species,Product Type,Conversion,Protein Consumption,Land Use|Soy Replacement,Land Use|Recovered,Emissions|CO2|Soy Replacement,Emissions|CH4|Soy Replacement,Emissions|N2O|Soy Replacement,Emissions|CO2|Crop Replacement,Emissions|CH4|Crop Replacement,Emissions|N2O|Crop Replacement
Viet Nam,buffalo_milk,27211.0,0.0,0.0,27211.0,3.90955901908895e-05,0.00435765038178864,0.0001500262858901903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90955901908895e-05,0.00435765038178864,0.0001500262858901903,0.0002421779,0.0002421779,0.0,0.0,0.0002421779,Buffalo,Milk,29.656718945182533,917.5323828066348,9.175323828066348e-06,0.00023300257617193365,8.508209491191439e-06,3.7126732325199e-07,1.1668401587919688e-06,-0.0,0.00011241310833652962,4.834627122785199e-06
Bulgaria,buffalo_milk,13200.0,0.0,0.0,13200.0,9.415494089335811e-06,0.0006890587563360211,4.1756059659021265e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.415494089335811e-06,0.0006890587563360211,4.1756059659021265e-05,0.00011748000000000001,0.00011748000000000001,0.0,0.0,0.00011748000000000001,Buffalo,Milk,29.656718945182533,445.0930672539627,4.450930672539627e-06,0.00011302906932746038,4.127314883088714e-06,1.8010101308023477e-07,5.660317553950236e-07,-0.0,5.453136709574036e-05,2.345267649875588e-06
Czechia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Poland,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Romania,buffalo_milk,14500.0,0.0,0.0,14500.0,1.0342777598134034e-05,0.0007569206035509322,4.586839886786427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0342777598134034e-05,0.0007569206035509322,4.586839886786427e-05,0.00012905,0.00012905,0.0,0.0,0.00012905,Buffalo,Milk,29.656718945182533,488.92799054412575,4.889279905441257e-06,0.00012416072009455875,4.533792863998966e-06,1.9783823406540942e-07,6.217773070627154e-07,-0.0,5.9901880521836e-05,2.576240979030002e-06
Slovakia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Cyprus,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Egypt,buffalo_milk,2109253.0,0.0,0.0,2109253.0,0.00158327876291,0.15041958540567657,0.00890557301822835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158327876291,0.15041958540567657,0.00890557301822835,0.018772351700000002,0.018772351700000002,0.0,0.0,0.018772351700000002,Buffalo,Milk,29.656718945182533,71122.26419580475,0.0007112226419580474,0.018061129058041955,0.0006595114620529938,2.8778681980494278e-05,9.044728622441058e-05,-0.0,0.0087136704273327,0.0003747547595684116
Georgia,buffalo_milk,6180.0,0.0,0.0,6180.0,4.638923237176289e-06,0.00044072144868684846,2.6092859060838694e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.638923237176289e-06,0.00044072144868684846,2.6092859060838694e-05,5.5002e-05,5.5002e-05,0.0,0.0,5.5002e-05,Buffalo,Milk,29.656718945182533,208.38448148708255,2.0838448148708257e-06,5.2918155185129176e-05,1.932333786173352e-06,8.432001976029174e-08,2.6500577638948835e-07,-0.0,2.5530594594823896e-05,1.0980116724417526e-06
Iraq,buffalo_milk,35981.0,0.0,0.0,35981.0,2.7008591747061497e-05,0.002565954440971115,0.00015191701648350114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7008591747061497e-05,0.002565954440971115,0.00015191701648350114,0.0003202309,0.0003202309,0.0,0.0,0.0003202309,Buffalo,Milk,29.656718945182533,1213.2495191564267,1.2132495191564267e-05,0.0003080984048084357,1.1250372485485985e-05,4.909253448212066e-07,1.5429082265809353e-06,-0.0,0.00014864341814180558,6.3928087356192065e-06
Syrian Arab Republic,buffalo_milk,6378.0,0.0,0.0,6378.0,4.787548933124655e-06,0.0004548416504408931,2.692884386570052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.787548933124655e-06,0.0004548416504408931,2.692884386570052e-05,5.67642e-05,5.67642e-05,0.0,0.0,5.67642e-05,Buffalo,Milk,29.656718945182533,215.060877495892,2.1506087749589197e-06,5.461359122504108e-05,1.994243509419683e-06,8.702153495649525e-08,2.734962527204137e-07,-0.0,2.6348565101260002e-05,1.1331906871898864e-06
Turkey,buffalo_milk,79341.0,0.0,0.0,79341.0,5.955611789009773e-05,0.00565813599680635,0.000334989244457282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.955611789009773e-05,0.00565813599680635,0.000334989244457282,0.0007061349000000001,0.0007061349000000001,0.0,0.0,0.0007061349000000001,Buffalo,Milk,29.656718945182533,2675.3128067421712,2.675312806742171e-05,0.0006793817719325784,2.4807976525692548e-05,1.082529884757493e-06,3.4022367806664072e-06,-0.0,0.00032777069672296487,1.4096657621877201e-05
Bangladesh,buffalo_milk,35790.0,0.0,0.0,35790.0,3.142976327599827e-05,0.00284716653500119,0.00011677665773173132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142976327599827e-05,0.00284716653500119,0.00011677665773173132,0.000318531,0.000318531,0.0,0.0,0.000318531,Buffalo,Milk,29.656718945182533,1206.809157349949,1.2068091573499489e-05,0.0003064629084265005,1.1190651489829172e-05,4.883193377380002e-07,1.5347179186051435e-06,-0.0,0.00014785436578458692,6.358873423412674e-06
Bhutan,buffalo_milk,261.0,0.0,0.0,261.0,2.2920280008481556e-07,2.0763075318114295e-05,8.515984260402873e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2920280008481556e-07,2.0763075318114295e-05,8.515984260402873e-07,2.3229000000000002e-06,2.3229000000000002e-06,0.0,0.0,2.3229000000000002e-06,Buffalo,Milk,29.656718945182533,8.800703829794264,8.800703829794264e-08,2.2348929617020575e-06,8.160827155198138e-08,3.5610882131773697e-09,1.119199152712888e-08,-0.0,1.078233849393048e-06,4.637233762254004e-08
India,buffalo_milk,92000000.0,0.0,0.0,92000000.0,0.08079179160077789,7.3187851696035064,0.3001802881061549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079179160077789,7.3187851696035064,0.3001802881061549,0.8188,0.8188,0.0,0.0,0.8188,Buffalo,Milk,29.656718945182533,3102163.8020730736,0.031021638020730737,0.7877783619792692,0.02876613403364861,0.0012552494851046667,0.003945069810328953,-0.0,0.3800671040006146,0.01634580483246622
Iran (Islamic Republic of),buffalo_milk,128000.0,0.0,0.0,128000.0,0.00011240597092282142,0.010182657627274442,0.00041764213997378064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011240597092282142,0.010182657627274442,0.00041764213997378064,0.0011392,0.0011392,0.0,0.0,0.0011392,Buffalo,Milk,29.656718945182533,4316.053985492972,4.316053985492972e-05,0.0010960394601450703,4.002244735116329e-05,1.7464340662325796e-06,5.4887927795881086e-06,-0.0,0.0005287890142617247,2.2741989332126914e-05
Nepal,buffalo_milk,1372905.0,0.0,0.0,1372905.0,0.0012056462461702824,0.10921735601385327,0.004479554548286744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012056462461702824,0.10921735601385327,0.004479554548286744,0.012218854500000001,0.012218854500000001,0.0,0.0,0.012218854500000001,Buffalo,Milk,29.656718945182533,46293.2195074471,0.00046293219507447105,0.01175592230492553,0.000429273578755069,1.8731937982039378e-05,5.887180508640947e-05,-0.0,0.005671695950195259,0.0002439264911251852
Pakistan,buffalo_milk,34371000.0,0.0,0.0,34371000.0,0.030183637707721055,2.734282228961327,0.11214670307061574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030183637707721055,2.734282228961327,0.11214670307061574,0.3059019,0.3059019,0.0,0.0,0.3059019,Buffalo,Milk,29.656718945182533,1158961.652620148,0.01158961652620148,0.2943122834737985,0.010746965139897134,0.000468958478831875,0.0014738695049001786,-0.0,0.14199224382179484,0.006106757151051048
Sri Lanka,buffalo_milk,73566.0,0.0,0.0,73566.0,6.460357544459595e-05,0.0058523233672505585,0.00024003329429149334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.460357544459595e-05,0.0058523233672505585,0.00024003329429149334,0.0006547374,0.0006547374,0.0,0.0,0.0006547374,Buffalo,Milk,29.656718945182533,2480.5845898185626,2.4805845898185628e-05,0.0006299315541018144,2.300227626434124e-05,1.0037356915348905e-06,3.1545978876810847e-06,-0.0,0.00030391322361857846,1.3070603025056632e-05
Albania,buffalo_milk,13.0,0.0,0.0,13.0,6.366855549720923e-09,4.6737016150742846e-07,2.1816331314544442e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366855549720923e-09,4.6737016150742846e-07,2.1816331314544442e-08,1.1570000000000001e-07,1.1570000000000001e-07,0.0,0.0,1.1570000000000001e-07,Buffalo,Milk,29.656718945182533,0.43834923290162997,4.3834923290163e-09,1.1131650767098372e-07,4.064779809102522e-09,1.7737220985174638e-10,5.574555166769172e-10,-0.0,5.370513426095642e-08,2.30973329154414e-09
Austria,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Belgium,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Croatia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Denmark,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Estonia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Finland,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
France,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Germany,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Greece,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Ireland,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Italy,buffalo_milk,249450.0,0.0,0.0,249450.0,0.00012217016283676033,0.008968114368309847,0.0004186218343394701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012217016283676033,0.008968114368309847,0.0004186218343394701,0.002220105,0.002220105,0.0,0.0,0.002220105,Buffalo,Milk,29.656718945182533,8411.247395947046,8.411247395947046e-05,0.0021359925260405295,7.799687102927878e-05,3.403499826732164e-06,1.0696713741158233e-05,-0.0,0.0010305189031842752,4.43202284288989e-05
Latvia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Lithuania,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Luxembourg,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Malta,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Netherlands,buffalo_milk,2800.0,0.0,0.0,2800.0,1.3713227337860452e-06,0.00010066434247852306,4.698902129286497e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3713227337860452e-06,0.00010066434247852306,4.698902129286497e-06,2.4920000000000002e-05,2.4920000000000002e-05,0.0,0.0,2.4920000000000002e-05,Buffalo,Milk,29.656718945182533,94.41368093265876,9.441368093265876e-07,2.3975863190673416e-05,8.754910358066969e-07,3.820324519883768e-08,1.2006734205348987e-07,-0.0,1.1567259686975228e-05,4.974810166402763e-07
Portugal,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Slovenia,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Spain,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Sweden,buffalo_milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Milk,29.656718945182533,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Brunei Darussalam,buffalo_meat,445.0,0.0,0.0,445.0,4.335746991010335e-06,0.0007136166336622248,2.3585104397744937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.335746991010335e-06,0.0007136166336622248,2.3585104397744937e-05,0.00010533096191935009,0.00010533096191935009,0.0,0.0,0.00010533096191935009,Buffalo,Meat,6.928636512496951,64.22620081128059,6.42262008112806e-07,0.00010468869991123728,5.955647795821352e-07,2.5988281290856808e-08,8.167745548554998e-08,-0.0,7.86878698249034e-06,3.3841828174592526e-07
Cambodia,buffalo_meat,6896.0,0.0,0.0,6896.0,6.718946348316241e-05,0.011058652372437534,0.00036548961781314405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.718946348316241e-05,0.011058652372437534,0.00036548961781314405,0.0016322748615636815,0.0016322748615636815,0.0,0.0,0.0016322748615636815,Buffalo,Meat,6.928636512496951,995.2896197631258,9.952896197631259e-06,0.0016223219653660503,9.229246561794167e-06,4.027307590601091e-07,1.2657252427603432e-06,-0.0,0.0001219396742275357,5.2443426312806755e-06
"China, Taiwan Province of",buffalo_meat,459.0,0.0,0.0,459.0,4.47215251432302e-06,0.000736067494047104,2.4327107682168374e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47215251432302e-06,0.000736067494047104,2.4327107682168374e-05,0.00010864474499097009,0.00010864474499097009,0.0,0.0,0.00010864474499097009,Buffalo,Meat,6.928636512496951,66.24680038736582,6.624680038736582e-07,0.00010798227698709644,6.143016490521349e-07,2.6805890140456797e-08,8.424708329857853e-08,-0.0,8.116344325759699e-06,3.490651490368083e-07
"China, Macao SAR",buffalo_meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Meat,6.928636512496951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
"China, mainland",buffalo_meat,658447.0,0.0,0.0,658447.0,0.006415414829190522,1.055907261988744,0.034897845472768446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006415414829190522,1.055907261988744,0.034897845472768446,0.15585360872564114,0.15585360872564114,0.0,0.0,0.15585360872564114,Buffalo,Meat,6.928636512496951,95032.69493389949,0.0009503269493389949,0.15490328177630214,0.0008812311065652095,3.8453721013754594e-05,0.00012085455175751445,-0.0,0.011643099285977117,0.0005007427019342905
Indonesia,buffalo_meat,23972.0,0.0,0.0,23972.0,0.00023356522891797703,0.03844228751045136,0.0012705216238713297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023356522891797703,0.03844228751045136,0.0012705216238713297,0.005674143413776765,0.005674143413776765,0.0,0.0,0.005674143413776765,Buffalo,Meat,6.928636512496951,3459.843788422513,3.459843788422513e-05,0.00563954497589254,3.2082873923916736e-05,1.3999799530436393e-06,4.39993699528001e-06,-0.0,0.00042388890234664817,1.8230478764074877e-05
Lao People's Democratic Republic,buffalo_meat,20208.0,0.0,0.0,20208.0,0.0001968916296501952,0.032406213332688186,0.0010710287408306285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001968916296501952,0.032406213332688186,0.0010710287408306285,0.004783209165092644,0.004783209165092644,0.0,0.0,0.004783209165092644,Buffalo,Meat,6.928636512496951,2916.591159537884,2.916591159537884e-05,0.004754043253497265,2.704533273212537e-05,1.1801599737654706e-06,3.7090742032629083e-06,-0.0,0.0003573313423419434,1.5367992443868894e-05
Malaysia,buffalo_meat,6409.0,0.0,0.0,6409.0,6.244449992221402e-05,0.010277683157620673,0.00033967850356212873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.244449992221402e-05,0.010277683157620673,0.00033967850356212873,0.0015170025504294713,0.0015170025504294713,0.0,0.0,0.0015170025504294713,Buffalo,Meat,6.928636512496951,925.0016202235895,9.250016202235896e-06,0.0015077525342272354,8.577471173802034e-06,3.742896512204524e-07,1.1763389038357075e-06,-0.0,0.00011332821521523728,4.873983747662101e-06
Myanmar,buffalo_meat,54203.0,0.0,0.0,54203.0,0.0005281134700083893,0.08692171324582827,0.0028727717161145367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005281134700083893,0.08692171324582827,0.0028727717161145367,0.0128297845593585,0.0128297845593585,0.0,0.0,0.0128297845593585,Buffalo,Meat,6.928636512496951,7823.039915896275,7.823039915896276e-05,0.012751554160199538,7.254246684874266e-05,3.165489462490588e-06,9.948681167827564e-06,-0.0,0.0009584536198020763,4.122086769769526e-05
Philippines,buffalo_meat,101357.0,0.0,0.0,101357.0,0.0009875467590288417,0.16253941828786997,0.005371944778521873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009875467590288417,0.16253941828786997,0.005371944778521873,0.02399107934215633,0.02399107934215633,0.0,0.0,0.02399107934215633,Buffalo,Meat,6.928636512496951,14628.707945233635,0.00014628707945233636,0.023844792262703994,0.0001356509199193404,5.919312869207582e-06,1.860355473179526e-05,-0.0,0.0017922621172680301,7.708103771443089e-05
Singapore,buffalo_meat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buffalo,Meat,6.928636512496951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Thailand,buffalo_meat,17655.0,0.0,0.0,17655.0,0.00017201710814896063,0.028312138578217037,0.0009357191418925548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017201710814896063,0.028312138578217037,0.0009357191418925548,0.004178917152103653,0.004178917152103653,0.0,0.0,0.004178917152103653,Buffalo,Meat,6.928636512496951,2548.120393984627,2.5481203939846268e-05,0.0041534359481638075,2.3628530749488987e-05,1.0310631599777012e-06,3.2404842170727758e-06,-0.0,0.00031218749253003814,1.3426460144324294e-05
Timor-Leste,buffalo_meat,658.0,0.0,0.0,658.0,6.411059595696182e-06,0.0010551904380893126,3.48741543679015e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.411059595696182e-06,0.0010551904380893126,3.48741543679015e-05,0.00015574780436614013,0.00015574780436614013,0.0,0.0,0.00015574780436614013,Buffalo,Meat,6.928636512496951,94.96818007600591,9.496818007600591e-07,0.00015479812256538006,8.806328650899888e-07,3.8427615931199506e-08,1.2077250721234132e-07,-0.0,1.1635195133659873e-05,5.00402762671503e-07
Viet Nam,buffalo_meat,94479.0,0.0,0.0,94479.0,0.0009205326740756529,0.15150963130735584,0.00500740916493156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009205326740756529,0.15150963130735584,0.00500740916493156,0.02236306505882759,0.02236306505882759,0.0,0.0,0.02236306505882759,Buffalo,Meat,6.928636512496951,13636.016239211189,0.0001363601623921119,0.022226704896435478,0.00012644576361829337,5.517633321525529e-06,1.7341133296223094e-05,-0.0,0.0016706407310532693,7.18503839125242e-05
Colombia,buffalo_meat,6720.0,0.0,0.0,6720.0,1.8699762176875587e-05,0.0047137832074175485,0.00015080937587571848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8699762176875587e-05,0.0047137832074175485,0.00015080937587571848,0.0015906158743776014,0.0015906158743776014,0.0,0.0,0.0015906158743776014,Buffalo,Meat,6.928636512496951,969.8877965209115,9.698877965209116e-06,0.0015809169964123924,8.993697345599885e-06,3.92452247807995e-07,1.2334213502536987e-06,-0.0,0.00011882752476929233,5.110496299623861e-06
Egypt,buffalo_meat,365588.0,0.0,0.0,365588.0,0.0015917949995102453,0.2571411138801914,0.031060422338309895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015917949995102453,0.2571411138801914,0.031060422338309895,0.08653423754195812,0.08653423754195812,0.0,0.0,0.08653423754195812,Buffalo,Meat,6.928636512496951,52764.78270156056,0.0005276478270156055,0.08600658971494252,0.0004892839025570194,2.135057029339721e-05,6.710179235067695e-05,-0.0,0.00646457100079703,0.0002780262085099535
Iraq,buffalo_meat,6604.0,0.0,0.0,6604.0,2.875426484667347e-05,0.0046450100005054435,0.0005610770296678188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875426484667347e-05,0.0046450100005054435,0.0005610770296678188,0.0015631588146413212,0.0015631588146413212,0.0,0.0,0.0015631588146413212,Buffalo,Meat,6.928636512496951,953.1456857476338,9.53145685747634e-06,0.001553627357783845,8.838448998562745e-06,3.856777744827379e-07,1.2121301483743194e-06,-0.0,0.00011677633535363193,5.022279399213687e-06
Syrian Arab Republic,buffalo_meat,556.0,0.0,0.0,556.0,2.4208617890294443e-06,0.00039106989101772056,4.723786015979819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4208617890294443e-06,0.00039106989101772056,4.723786015979819e-05,0.00013160452770148012,0.00013160452770148012,0.0,0.0,0.00013160452770148012,Buffalo,Meat,6.928636512496951,80.24666887881351,8.024666887881351e-07,0.00013080206101269198,7.441213875228477e-07,3.247075145554244e-08,1.0205093314599055e-07,-0.0,9.83156306126883e-06,4.2283272955221226e-07
Turkey,buffalo_meat,73.0,0.0,0.0,73.0,3.1784696150926156e-07,5.134550727390935e-05,6.202093150477101e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1784696150926156e-07,5.134550727390935e-05,6.202093150477101e-06,1.7279011730590015e-05,1.7279011730590015e-05,0.0,0.0,1.7279011730590015e-05,Buffalo,Meat,6.928636512496951,10.535983503872997,1.0535983503872997e-07,1.7173651895551286e-05,9.76993908078559e-08,4.263246144342802e-09,1.3398773596505953e-08,-0.0,1.2908347184759435e-06,5.5515808016747295e-08
Bangladesh,buffalo_meat,5412.0,0.0,0.0,5412.0,3.2326682031090684e-05,0.005870171463055962,0.00021310150501377946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2326682031090684e-05,0.005870171463055962,0.00021310150501377946,0.0012810138559719612,0.0012810138559719612,0.0,0.0,0.0012810138559719612,Buffalo,Meat,6.928636512496951,781.1060646980911,7.811060646980912e-06,0.0012732027953249803,7.243138397974193e-06,3.1606422100251023e-07,9.93344694579318e-07,-0.0,9.569859584098364e-05,4.115774698447073e-06
