Area,Category,Domestic Production,Export Quantity,Import Quantity,Consumption,Emissions|CO2|Livestock|Domestic,Emissions|CH4|Livestock|Domestic,Emissions|N2O|Livestock|Domestic,Import Quantity Detailed,Emissions|CO2|Livestock|Import,Emissions|CH4|Livestock|Import,Emissions|N2O|Livestock|Import,Export Quantity Detailed,Emissions|CO2|Livestock|Export,Emissions|CH4|Livestock|Export,Emissions|N2O|Livestock|Export,Emissions|CO2|Livestock,Emissions|CH4|Livestock,Emissions|N2O|Livestock,Land Use|Consumption,Land Use|Domestic,Land Use|Import,Land Use|Export,Land Use,Species,Product Type,Conversion,Protein Consumption,Land Use|Soy Replacement,Land Use|Recovered,Emissions|CO2|Soy Replacement,Emissions|CH4|Soy Replacement,Emissions|N2O|Soy Replacement,Emissions|CO2|Crop Replacement,Emissions|CH4|Crop Replacement,Emissions|N2O|Crop Replacement
Mongolia,cow_milk,627895.0,60.0,69250.5,697085.5,0.0003737634841406531,0.026871406682245334,0.0011892599556613942,69264.5,2.76492323043964e-05,0.0019398710583840677,9.395306514522802e-05,38.0,2.2620043792902983e-08,1.6262487421070762e-06,7.197362348025222e-08,0.0004013900964012566,0.028809651491887293,0.0012831410471831422,0.0062040609500000005,0.0055882655,0.00061645405,3.382e-07,0.00620438135,Cattle,Milk,29.656718945182533,23505.145707065323,0.00023505145707065325,0.0059693298929293466,0.00021796146658601044,9.511045814662273e-06,2.9891858274652865e-05,-0.0,0.002879774643758918,0.00012385242972328404
Myanmar,cow_milk,2300000.0,643.0,172194.5,2471551.5,0.00136910791378097,0.09843084491700724,0.004356298263278425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136910791378097,0.09843084491700724,0.004356298263278425,0.02199680835,0.020470000000000002,0.0,0.0,0.020470000000000002,Cattle,Milk,29.656718945182533,83338.66954629791,0.0008333866954629791,0.019636613304537025,0.0007727932795659269,3.3721888562876806e-05,0.00010598307834047,-0.0,0.010210385010797554,0.00043912498317814273
Philippines,cow_milk,14807.0,68762.0,2477146.0,2423191.0,8.814078643197749e-06,0.0006336806611678809,2.804509060189723e-05,2476887.0,0.001133891520560117,0.07550373477553039,0.003210251845725457,11915.0,7.0925742576957645e-06,0.0005099145726896266,2.25675190465054e-05,0.001135613024945619,0.07562750086400864,0.003215729417280849,0.0215663999,0.00013178230000000001,0.0220442943,0.0001060435,0.0220700331,Cattle,Milk,29.656718945182533,81707.99354031797,0.0008170799354031797,0.02125295316459682,0.0007576721423383806,3.306205712022024e-05,0.00010390932237783505,-0.0,0.01001059984576471,0.0004305326864977027
Republic of Korea,cow_milk,1806774.0,29852.0,1953482.0,3730404.0,0.001075508079049434,0.07732273538873081,0.0034221071471028748,1953398.0,0.0008608430990476627,0.05742348736854187,0.0023115477547965054,19138.0,1.1392168371278349e-05,0.0008190302217485585,3.624818963592282e-05,0.0019249590097258184,0.13392719253552413,0.005697406712263458,0.0332005956,0.0160802886,0.0173852422,0.00017032819999999996,0.033295202600000004,Cattle,Milk,29.656718945182533,125786.13321639785,0.0012578613321639785,0.03203734126783603,0.0011664054506919446,5.089769239383032e-05,0.0001599641760948953,-0.0,0.015410911359046835,0.0006627875622853404
Thailand,cow_milk,1200000.0,229005.0,1238619.0,2209614.0,0.0007143171724074626,0.051355223434960295,0.002272851267797439,1238583.0,0.0005672128888197788,0.03385947591379932,0.0018592166448824392,139989.5,8.333075317227874e-05,0.005990993375873645,0.00026514609379444136,0.0011981993080549627,0.07922370597288597,0.003866921818885437,0.0196655646,0.01068,0.011023388700000001,0.0012459065499999997,0.02045748215,Cattle,Milk,29.656718945182533,74506.35399297709,0.0007450635399297709,0.01971241861007023,0.0006908918748546353,3.0148009084565904e-05,9.475088569434999e-05,-0.0,0.009128278194991457,0.0003925860782509241
Viet Nam,cow_milk,986122.0,172459.0,1717682.0,2531345.0,0.0005870032322406599,0.04220209637010827,0.001867757198252455,0.0,0.0,0.0,0.0,22734.0,1.353273883125938e-05,0.0009729247079753229,4.305916726842248e-05,0.0005734704934094004,0.04122917166213295,0.0018246980309840326,0.022528970500000002,0.0087764858,0.0,0.00020233260000000004,0.0085741532,Cattle,Milk,29.656718945182533,85354.85684302896,0.0008535485684302896,0.00772060463156971,0.000791489234297894,3.453771204208991e-05,0.00010854709498942545,-0.0,0.010457401775830825,0.00044974860145260005
Belarus,cow_milk,7379300.0,5901729.0,57068.0,1534639.0,0.0023438873181402366,0.20345901409675402,0.008351256701534209,57078.0,1.740648409495484e-05,0.0016579173910372573,6.143471161565714e-05,6080788.5,0.001931441064795169,0.1676569909260878,0.006881713131494471,0.00042985273744002256,0.037459940561703486,0.0015309782816553957,0.013658287100000001,0.06567577000000001,0.0005079942,0.05411901765,0.012064746550000012,Cattle,Milk,29.656718945182533,51746.75603314804,0.0005174675603314804,0.011547278989668532,0.0004798438170354834,2.0938639288821094e-05,6.580715205058058e-05,-0.0,0.006339845656699992,0.00027266206067707747
Bulgaria,cow_milk,822300.0,283366.0,774408.0,1313342.0,0.00026118717787686045,0.022672116229420253,0.0009306083755466752,774462.0,0.00027154172934060276,0.01946227755175922,0.0009458518688047656,249008.0,7.909241978445975e-05,0.0068655458081667,0.00028180582558449046,0.0004536364874330034,0.035268847973012774,0.0015946544187669504,0.0116887438,0.0073184700000000005,0.0068927118,0.0022161712,0.0119950106,Cattle,Milk,29.656718945182533,44284.80447980711,0.00044284804479807115,0.011552162555201929,0.00041064969569587105,1.7919259448547098e-05,5.63176725525766e-05,-0.0,0.005425631418504078,0.0002333438261987049
Czechia,cow_milk,3155790.0,1795147.0,1702834.0,3063477.0,0.0010023736885224582,0.08701013945718368,0.0035714515450157394,1702804.0,0.0005811975321371217,0.0438508178448321,0.0020247364129068173,1851884.0,0.0005882139799529514,0.051059381358875944,0.0020958029441090586,0.0009953572407066283,0.07980157594313983,0.0035003850138134976,0.0272649453,0.028086531,0.015154955599999999,0.016481767600000006,0.026759718999999998,Cattle,Milk,29.656718945182533,103297.90715090667,0.0010329790715090667,0.025726739928490932,0.0009578738042499973,4.1798129639999875e-05,0.0001313655502971425,-0.0,0.012655726430027076,0.0005442934472907513
Hungary,cow_milk,1962780.0,593648.0,915576.0,2284708.0,0.0006234378803273066,0.05411696010310286,0.0022213054935613565,915592.0,0.0003204197871329628,0.022924869446566257,0.0011030936984369798,655072.0,0.00020807054236428397,0.01806137482991462,0.0007413541162423833,0.0007357871250959854,0.0589804547197545,0.0025830450757559527,0.0203339012,0.017468742,0.0081487688,0.0058301407999999996,0.01978737,Cattle,Milk,29.656718945182533,77038.46147724747,0.0007703846147724747,0.019016985385227524,0.000714371919084231,3.117259283276644e-05,9.79710060458374e-05,-0.0,0.009438503837467785,0.00040592816377363295
Republic of Moldova,cow_milk,331664.0,15190.0,140830.0,457304.0,0.00010534644796710573,0.009144502927294707,0.00037534877327898876,140855.0,4.525956455049262e-05,0.0037821601686241707,0.00016020410701701805,16150.0,5.129725067142523e-06,0.0004452811347502579,1.8277180183727108e-05,0.00014547628745045584,0.01248138196116862,0.0005172757001122797,0.0040700056,0.0029518096,0.0012536094999999999,0.000143735,0.0040616841,Cattle,Milk,29.656718945182533,15419.912123295922,0.0001541991212329592,0.003907484978767041,0.0001429876973709092,6.23946315800331e-06,1.960974135372469e-05,-0.0,0.0018891979013901856,8.125002101202317e-05
Poland,cow_milk,14502760.0,5827674.0,2330507.0,11005593.0,0.004606512168096093,0.399864113300969,0.016412975707823546,2330505.0,0.0008390282324371021,0.05685283394617097,0.0028958189109868472,5887199.0,0.0018699512251118505,0.16231942112820946,0.006662625195074806,0.0035755891754213442,0.2943975261189305,0.012646169423735587,0.0979497777,0.129074564,0.020741494499999995,0.0523960711,0.09741998739999999,Cattle,Milk,29.656718945182533,371099.48070596525,0.0037109948070596526,0.09370899259294034,0.003441177862584619,0.000150160488549147,0.0004719329640116049,-0.0,0.0454659115143417,0.0019553834265603957
Romania,cow_milk,3663200.0,206421.0,1429756.0,4886535.0,0.0011635423446412687,0.10100023856452905,0.00414569451696775,1429740.0,0.0004924275163811546,0.03648258107469666,0.0017112039093951645,219825.0,6.982302246963498e-05,0.006060924176252348,0.0002487790175781928,0.0015861468385527883,0.13142189546297336,0.005608119408784722,0.0434901615,0.03260248,0.012724686000000002,0.0019564425000000002,0.0433707235,Cattle,Milk,29.656718945182533,164769.91298438204,0.0016476991298438205,0.04172302437015618,0.0015278991388055993,6.667196242060797e-05,0.00020954045332191077,-0.0,0.02018707832660482,0.0008681994284458188
Slovakia,cow_milk,904260.0,589000.0,1139221.0,1454481.0,0.00028722013555506487,0.024931883523793694,0.001023363650336661,1139245.0,0.0003812001174050266,0.02993982441318053,0.0013376440340809221,558271.0,0.00017732363733490543,0.015392417608554872,0.0006318030748204036,0.0004910966156251861,0.039479290328419354,0.0017292046095971798,0.0129448809,0.008047914,0.0101392805,0.0049686119,0.0132185826,Cattle,Milk,29.656718945182533,49043.894663076586,0.0004904389466307659,0.012728143653369235,0.00045478038473255723,1.9844962242875222e-05,6.23698813347507e-05,-0.0,0.006008699798846934,0.0002584202452014163
Serbia,cow_milk,1553839.0,264904.0,209894.0,1498829.0,0.0004935459361364502,0.04284180762471863,0.0017585012618886908,209895.0,7.253949051074341e-05,0.005329910802992033,0.00025109877663664014,279027.5,8.862751462366006e-05,0.007693231072850005,0.00031577931230432923,0.00047745791202353355,0.040478487354860655,0.0016938207262210015,0.0133395781,0.013829167100000001,0.0018680654999999999,0.0024833447499999998,0.01321388785,Cattle,Milk,29.656718945182533,50539.272492362856,0.0005053927249236286,0.012708495125076371,0.0004686469120382556,2.0450047070760242e-05,6.427157650810363e-05,-0.0,0.006191908667631927,0.00026629963381783167
Ukraine,cow_milk,9663200.0,777741.5,464599.0,9350057.5,0.003069322555344373,0.2664297623107549,0.01093597817655677,464609.0,0.0001531525411035396,0.01251013413366183,0.0005416264761330237,767871.5,0.0002438990515104848,0.021171436090550007,0.0008690108831856851,0.002978576044937428,0.2577684603538667,0.01060859376950411,0.08321551175,0.08600248,0.004135020099999999,0.006834056350000002,0.08330344375,Cattle,Milk,29.656718945182533,315276.19482393324,0.0031527619482393326,0.08015068180176066,0.0029235326876882765,0.00012757233546276117,0.0004009416257401066,-0.0,0.03862662256808942,0.0016612414681232285
Antigua and Barbuda,cow_milk,2308.0,18.0,15405.0,17695.0,8.624492066932265e-07,0.00016549507883384875,6.064921845802173e-06,15341.0,6.681576225739028e-06,0.0005428528003163739,1.761956634943557e-05,500.0,1.868390829058116e-07,3.585248674910069e-05,1.3138912144285471e-06,7.357186349526443e-06,0.0006724953924011219,2.2370596980809192e-05,0.0001574855,2.05412e-05,0.00013653489999999999,4.45e-06,0.00015262609999999998,Cattle,Milk,29.656718945182533,596.6607443226417,5.966607443226417e-06,0.00014665949255677357,5.532790670928393e-06,2.414308656405117e-07,7.587827205844654e-07,-0.0,7.310095005750951e-05,3.1439023533748884e-06
Argentina,cow_milk,10339935.0,1883600.0,40938.0,8497273.0,0.0038638079454114066,0.7414247651481248,0.027171099508524477,32808.0,1.2278111027331905e-05,0.002243673059153058,8.272621698279925e-05,1884533.0,0.0007042088348514759,0.1351303888214859,0.0049521427040013465,0.0031718772215872625,0.608538049385792,0.022301683021505928,0.0756257297,0.09202542150000001,0.0002919912,0.0167723437,0.075545069,Cattle,Milk,29.656718945182533,286521.0077927486,0.0028652100779274865,0.07267985892207252,0.0026568879786793855,0.00011593692997873681,0.00036437320850460147,-0.0,0.03510362979361538,0.0015097257181107037
Bahamas,cow_milk,674.0,0.0,48565.0,49239.0,2.5185908375703404e-07,4.8329152137787724e-05,1.7711253570496815e-06,48583.0,2.149422576733052e-05,0.0017421590151859069,5.3249420707990775e-05,0.0,0.0,0.0,0.0,2.1746084851087556e-05,0.0017904881673236946,5.5020546065040453e-05,0.0004382271,5.9986000000000005e-06,0.00043238870000000004,0.0,0.00043838730000000004,Cattle,Milk,29.656718945182533,1660.298298372566,1.660298298372566e-05,0.00042178431701627437,1.5395822540030697e-05,6.71817710837703e-07,2.11142709120421e-06,-0.0,0.00020341439275963332,8.748381349410915e-06
Barbados,cow_milk,4657.0,315.0,43475.0,47817.0,1.7402192181847293e-06,0.0003339300615811238,1.2237582771187488e-05,43524.0,2.001283425668546e-05,0.0012917091681087388,6.265647713693701e-05,140.0,5.2314943213627255e-08,1.003869628974819e-05,3.6788954003999316e-07,2.170073853165656e-05,0.0016156005334001142,7.45261703680845e-05,0.0004255713,4.14473e-05,0.00038736359999999993,1.2459999999999998e-06,0.00042756489999999994,Cattle,Milk,29.656718945182533,1612.34963612748,1.61234963612748e-05,0.00041144140363872517,1.4951198163988865e-05,6.524159198831505e-07,2.050450033918473e-06,-0.0,0.00019753987730431944,8.495732061674317e-06
Belize,cow_milk,4577.0,0.0,63623.0,68200.0,1.7103249649197993e-06,0.00032819366370126767,1.202736017687892e-05,63637.0,2.594227255152807e-05,0.0029536038428715477,0.00010902850237872949,0.0,0.0,0.0,0.0,2.765259751644787e-05,0.0032817975065728153,0.00012105586255560841,0.00060698,4.07353e-05,0.0005663692999999999,0.0,0.0006071045999999999,Cattle,Milk,29.656718945182533,2299.6475141454744,2.2996475141454744e-05,0.0005841081248585451,2.132446022929169e-05,9.305219009145464e-07,2.924497402874289e-06,-0.0,0.0002817453966613252,1.2117216191023873e-05
Brazil,cow_milk,35890280.0,58389.0,1024907.0,36856798.0,0.013411414000865584,2.573511576243027,0.0943118471507612,1024912.0,0.0003839552494974437,0.07121383824604963,0.002616083601691144,66977.0,2.5027842511565097e-05,0.004802584009989033,0.00017600098373756162,0.013770341407851463,2.6399228304790876,0.09675192976871479,0.3280255022,0.31942349200000003,0.0091217168,0.0005960953,0.32794911350000006,Cattle,Milk,29.656718945182533,1242780.7023469484,0.012427807023469484,0.3155213064765306,0.011524212949120784,0.0005028747468707251,0.0015804634901651362,-0.0,0.15226148346299614,0.006548413335409036
Chile,cow_milk,1170103.0,203566.0,747873.0,1714410.0,0.00043724194285067774,0.08390220460516593,0.003074776103352973,747870.0,0.00032487526832301514,0.02948864992935941,0.0011157873648088494,211423.0,7.900415885039081e-05,0.01516008061191023,0.0005555736444562535,0.0006831130523233021,0.09823077392261512,0.003634989823705569,0.015258249,0.010413916700000001,0.006656043,0.0018816647000000001,0.015188295000000001,Cattle,Milk,29.656718945182533,57808.48525991411,0.0005780848525991411,0.014610210147400859,0.0005360537809633425,2.339143771476404e-05,7.351594710354414e-05,-0.0,0.007082509171409714,0.00030460229633509146
Colombia,cow_milk,21847085.0,13335.0,452672.0,22286422.0,0.008163778651130627,1.5665446509379528,0.05740938608474739,452662.0,0.0001980399761695698,0.018655220011519025,0.000544369002440622,20987.0,7.842383665888536e-06,0.0015048722788067522,5.5149269834423845e-05,0.008353976243634308,1.5836949986706652,0.057898605817353586,0.1983491558,0.1944390565,0.0040286918,0.0001867843,0.19828096400000003,Cattle,Milk,29.656718945182533,751479.6913709239,0.007514796913709238,0.1907661670862908,0.006968415243287557,0.0003040763015252752,0.0009556683762222936,-0.0,0.09206886813125638,0.003959668526369364
Costa Rica,cow_milk,1189045.0,233843.0,74802.5,1030004.5,0.00044432015466748157,0.08526044021316885,0.0031245515581203834,74765.5,3.298746713446261e-05,0.0031655171069367026,0.0001146481022749966,224381.0,8.384628052297782e-05,0.016089233658499923,0.0005896244491693837,0.00039346134127896636,0.07233672366160562,0.0026495752112259963,0.00916704005,0.0105825005,0.0006654129500000001,0.0019969909,0.009250922549999999,Cattle,Milk,29.656718945182533,34730.89865078669,0.0003473089865078668,0.008903613563492133,0.00032205703806805673,1.405339802478793e-05,4.416782236361922e-05,-0.0,0.004255117689376099,0.00018300274493002124
Cuba,cow_milk,438442.0,0.0,543213.0,981655.0,0.00016383620237477972,0.03143847199049841,0.0011521301836729622,523077.0,0.00021043527016366442,0.019929732988117333,0.0009080218474109359,0.0,0.0,0.0,0.0,0.00037427147253844416,0.051368204978615745,0.002060152031083898,0.0087367295,0.0039021338,0.0046553853,0.0,0.008557519100000001,Cattle,Milk,29.656718945182533,33100.59355569612,0.0003310059355569612,0.00822651316444304,0.00030693934026957965,1.339371666630893e-05,4.209453809411379e-05,-0.0,0.004055377967149167,0.00017441240263928943
Dominica,cow_milk,7021.0,160.0,4420.0,11281.0,2.6235944021634066e-06,0.0005034406189308719,1.8449660433005663e-05,4317.0,1.8074614438408624e-06,0.00014069162081446754,5.478557647069724e-06,160.0,5.978850652985971e-08,1.147279575971222e-05,4.20445188617135e-07,4.371267339474409e-06,0.0006326594439856272,2.3507772891458252e-05,0.00010040090000000001,6.24869e-05,3.8421300000000004e-05,1.424e-06,9.948420000000001e-05,Cattle,Milk,29.656718945182533,380.3859766433298,3.803859766433298e-06,9.568034023356671e-05,3.5272908481911956e-06,1.539181461028885e-07,4.837427448947925e-07,-0.0,4.660366304598841e-05,2.0043154816853413e-06
Dominican Republic,cow_milk,916503.0,3759.0,564396.5,1477140.5,0.0003424771600008501,0.06571782332602205,0.0024083704793948137,0.0,0.0,0.0,0.0,3759.0,1.4046562252858916e-06,0.00026953899537973897,9.877834150073816e-06,0.00034107250377556417,0.06544828433064231,0.00239849264524474,0.01314655045,0.008156876700000001,0.0,3.3455100000000004e-05,0.008123421600000002,Cattle,Milk,29.656718945182533,49807.954235610014,0.0004980795423561001,0.007625342057643901,0.0004618654522775079,2.015412882665489e-05,6.334154774091538e-05,-0.0,0.006102309913445869,0.0002624461991644736
Ecuador,cow_milk,2400000.0,1687.0,7491.0,2405804.0,0.0008968275979478957,0.1720919363956833,0.006306677829257026,7516.0,2.771024186773236e-06,0.00034772025524073803,1.4128982455051026e-05,1185.0,4.4280862648677355e-07,8.497039359536863e-05,3.1139221781956567e-06,0.0008991558135081823,0.17235468625732867,0.006317692889533881,0.0214116556,0.02136,6.689239999999998e-05,1.05465e-05,0.0214163459,Cattle,Milk,29.656718945182533,81121.71830089792,0.0008112171830089792,0.020605128716991022,0.0007522356556813909,3.28248286115516e-05,0.00010316374706487647,-0.0,0.009938771294272768,0.0004274435070561583
El Salvador,cow_milk,313295.0,48419.0,407786.0,672662.0,0.0001170715009579525,0.022464809672118998,0.0008232710960487833,407782.0,0.00016663367881924936,0.023444672149148367,0.0008876403078998895,48763.5,1.8221855238555086e-05,0.003496585475179543,0.0001281398684695729,0.0002654833245386468,0.04241289634608782,0.0015827715354790998,0.0059866918,0.0027883255,0.003629259800000001,0.00043399515000000006,0.005983590150000001,Cattle,Milk,29.656718945182533,22681.605515544325,0.00022681605515544325,0.005756774094844558,0.00021032483968850155,9.17781118640734e-06,2.8844549442994503e-05,-0.0,0.0027788771555571894,0.0001195130627197434
Grenada,cow_milk,560.0,0.0,11604.0,12164.0,2.0925977285450902e-07,4.015478515899277e-05,1.4715581601599728e-06,11633.0,4.997948296711707e-06,0.00031532815054424246,1.6705059644946205e-05,0.0,0.0,0.0,0.0,5.2072080695662155e-06,0.0003554829357032352,1.817661780510618e-05,0.00010825960000000001,4.984e-06,0.00010353370000000001,0.0,0.00010851770000000001,Cattle,Milk,29.656718945182533,410.160005308879,4.101600053088791e-06,0.00010441609994691122,3.803383199840236e-06,1.6596581235666485e-07,5.216068388352325e-07,-0.0,5.025148101155953e-05,2.161199673718686e-06
Guatemala,cow_milk,507569.0,3748.0,443062.0,946883.0,0.00018966745294283978,0.036395221693508575,0.0013337808996325667,443030.0,0.00018358664742087807,0.024675399972655422,0.0008908000217974403,3980.0,1.4872390999302605e-06,0.00028538579452284143,1.0458574066851236e-05,0.00037176686126378755,0.060785235871641155,0.002214122347363156,0.0084272587,0.0045173641,0.003942967,3.5422e-05,0.008424909099999999,Cattle,Milk,29.656718945182533,31928.110515199547,0.00031928110515199544,0.008105627994848003,0.0002960669923063402,1.2919286937003937e-05,4.0603473230583806e-05,-0.0,0.003911729126493631,0.00016823439909978384
Guyana,cow_milk,55000.0,45.0,29182.0,84137.0,2.0552299119639277e-05,0.003943773542401076,0.0001445280335871402,29179.0,1.3413457977122927e-05,0.0009802756539160505,4.3995277400165435e-05,0.0,0.0,0.0,0.0,3.3965757096762206e-05,0.004924049196317126,0.00018852331098730563,0.0007488193000000001,0.0004895,0.00025969309999999995,0.0,0.0007491931,Cattle,Milk,29.656718945182533,2837.0299545111106,2.8370299545111105e-05,0.0007208228004548889,2.6307567599881447e-05,1.1479665861766449e-06,3.607894985126599e-06,-0.0,0.00034758376010108385,1.4948771534665328e-05
