Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
5000,World,2586,"Oilcrops Oil, Other",684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.65,Fc
5000,World,2570,"Oilcrops, Other",641,Food supply quantity (tonnes),2013,2013,tonnes,990727.19,A
5000,World,2570,"Oilcrops, Other",646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,0.39,Fc
5000,World,2570,"Oilcrops, Other",645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.14,Fc
5000,World,2570,"Oilcrops, Other",664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,1.0,Fc
5000,World,2570,"Oilcrops, Other",674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.08,Fc
5000,World,2570,"Oilcrops, Other",684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.09,Fc
5000,World,2580,Olive Oil,641,Food supply quantity (tonnes),2013,2013,tonnes,2779374.31,A
5000,World,2580,Olive Oil,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,1.09,Fc
5000,World,2580,Olive Oil,645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.4,Fc
5000,World,2580,Olive Oil,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,10.0,Fc
5000,World,2580,Olive Oil,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.0,Fc
5000,World,2580,Olive Oil,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,1.09,Fc
5000,World,2563,Olives (including preserved),641,Food supply quantity (tonnes),2013,2013,tonnes,2762215.5,A
5000,World,2563,Olives (including preserved),646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,1.08,Fc
5000,World,2563,Olives (including preserved),645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.39,Fc
5000,World,2563,Olives (including preserved),664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,1.0,Fc
5000,World,2563,Olives (including preserved),674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.01,Fc
5000,World,2563,Olives (including preserved),684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.14,Fc
5000,World,2602,Onions,641,Food supply quantity (tonnes),2013,2013,tonnes,76757091.66,A
5000,World,2602,Onions,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,30.05,Fc
5000,World,2602,Onions,645,Food supply quantity (kg/capita/yr),2013,2013,kg,10.97,Fc
5000,World,2602,Onions,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,11.0,Fc
5000,World,2602,Onions,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.41,Fc
5000,World,2602,Onions,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.06,Fc
5000,World,2611,"Oranges, Mandarines",641,Food supply quantity (tonnes),2013,2013,tonnes,86693489.74,A
5000,World,2611,"Oranges, Mandarines",646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,33.94,Fc
5000,World,2611,"Oranges, Mandarines",645,Food supply quantity (kg/capita/yr),2013,2013,kg,12.39,Fc
5000,World,2611,"Oranges, Mandarines",664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,9.0,Fc
5000,World,2611,"Oranges, Mandarines",674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.17,Fc
5000,World,2611,"Oranges, Mandarines",684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.03,Fc
5000,World,2577,Palm Oil,641,Food supply quantity (tonnes),2013,2013,tonnes,15212349.61,A
5000,World,2577,Palm Oil,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,5.96,Fc
5000,World,2577,Palm Oil,645,Food supply quantity (kg/capita/yr),2013,2013,kg,2.17,Fc
5000,World,2577,Palm Oil,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,52.0,Fc
5000,World,2577,Palm Oil,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.01,Fc
5000,World,2577,Palm Oil,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,5.88,Fc
5000,World,2576,Palmkernel Oil,641,Food supply quantity (tonnes),2013,2013,tonnes,1926585.69,A
5000,World,2576,Palmkernel Oil,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,0.75,Fc
5000,World,2576,Palmkernel Oil,645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.28,Fc
5000,World,2576,Palmkernel Oil,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,7.0,Fc
5000,World,2576,Palmkernel Oil,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.0,Fc
5000,World,2576,Palmkernel Oil,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.75,Fc
5000,World,2547,Peas,641,Food supply quantity (tonnes),2013,2013,tonnes,5833390.1,A
5000,World,2547,Peas,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,2.28,Fc
5000,World,2547,Peas,645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.83,Fc
5000,World,2547,Peas,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,8.0,Fc
5000,World,2547,Peas,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.51,Fc
5000,World,2547,Peas,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.03,Fc
5000,World,2640,Pepper,641,Food supply quantity (tonnes),2013,2013,tonnes,408403.0,A
5000,World,2640,Pepper,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,0.16,Fc
5000,World,2640,Pepper,645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.06,Fc
5000,World,2640,Pepper,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,0.0,Fc
5000,World,2640,Pepper,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.02,Fc
5000,World,2640,Pepper,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.0,Fc
5000,World,2641,Pimento,641,Food supply quantity (tonnes),2013,2013,tonnes,3148947.0,A
5000,World,2641,Pimento,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,1.23,Fc
5000,World,2641,Pimento,645,Food supply quantity (kg/capita/yr),2013,2013,kg,0.45,Fc
5000,World,2641,Pimento,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,4.0,Fc
5000,World,2641,Pimento,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.15,Fc
5000,World,2641,Pimento,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.16,Fc
5000,World,2618,Pineapples and products,641,Food supply quantity (tonnes),2013,2013,tonnes,20769133.98,A
5000,World,2618,Pineapples and products,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,8.13,Fc
5000,World,2618,Pineapples and products,645,Food supply quantity (kg/capita/yr),2013,2013,kg,2.97,Fc
5000,World,2618,Pineapples and products,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,3.0,Fc
5000,World,2618,Pineapples and products,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.02,Fc
5000,World,2618,Pineapples and products,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.01,Fc
5000,World,2616,Plantains,641,Food supply quantity (tonnes),2013,2013,tonnes,22866738.0,A
5000,World,2616,Plantains,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,8.95,Fc
5000,World,2616,Plantains,645,Food supply quantity (kg/capita/yr),2013,2013,kg,3.27,Fc
5000,World,2616,Plantains,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,8.0,Fc
5000,World,2616,Plantains,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,0.07,Fc
5000,World,2616,Plantains,684,Fat supply quantity (g/capita/day),2013,2013,g/capita/day,0.02,Fc
5000,World,2531,Potatoes and products,641,Food supply quantity (tonnes),2013,2013,tonnes,239074576.3,A
5000,World,2531,Potatoes and products,646,Food supply quantity (g/capita/day),2013,2013,g/capita/day,93.61,Fc
5000,World,2531,Potatoes and products,645,Food supply quantity (kg/capita/yr),2013,2013,kg,34.17,Fc
5000,World,2531,Potatoes and products,664,Food supply (kcal/capita/day),2013,2013,kcal/capita/day,64.0,Fc
5000,World,2531,Potatoes and products,674,Protein supply quantity (g/capita/day),2013,2013,g/capita/day,1.5,Fc
